text,label
Not for students and children below 18 it will spoil your future to the core don't take risk atleast meta cen proceed with deletion of account of children below 18 highly not recommended and no purpose,not-safe
"My comments get automatically removed for false reasons, and I have no ability to appeal and explain that their algorithm is faulty. I can't even express opinions, but you'll find no shortage of child porn ads in comment sections. Those comments stay until they are reported, but I can even be investigated before I am ""punished for spam."" Completely backwards and incompetent.",not-safe
Addicts children,not-safe
"It's nice but not for kids under 8 or 10 years and if video has less views,, like or more views or likes Instragram deletes it automatically",Safe
New Students Absorb Adult Content on Instagram it should be banned ðŸš«,not-safe
I like insta I am using this from my childhood,Safe
This app is satisfied but not useful for students. Because it consumed students most important time . so it not a useful for students. This app provided various types of features. it so nice app. thanks you,not-safe
Ye student ko barbad kar dega please download na kare ðŸ˜–ðŸ˜­,not-safe
Instagram is just a way for people to advertise their Onlyfans to millions &even young kids. Not good,not-safe
"It should be considered child abuse to allow your child to make an account on this site. DO NOT let your kids download this app!! Total breeding ground for insane political rabbit holes, bullying, and grooming. If you like racism/sexism/any kind of hate this is the platform for you, zuck himself said he promotes inflammatory content to keep all the dolts addicted to this POS app, it's just facebook with more pictures. They even explicitly allow murder threats, according to their moderation team",not-safe
I have a good app study student please request ha ap boy go study kar ta ho ka li app boht acha,Safe
It's really help me to start my cybersecurity company and help me to reach new student all over the globe ðŸŒ thankyou Instagram,Safe
à¤¸à¤®à¤¯ à¤•à¤¿ à¤¬à¤°à¥à¤¬à¤¾à¤¦à¥€ à¤•à¤°à¤¨à¥€ à¤¹à¥‹à¤‚ à¤¤à¥‹ à¤‡à¤‚à¤¸à¥à¤Ÿà¤¾à¤—à¥à¤°à¤¾à¤® use à¤•à¤°à¥‡ Otherwise Student à¤¤à¤¬ à¤¤à¤• à¤¦à¥‚à¤° à¤°à¤¹à¥‡ à¤œà¤¬ à¤¤à¤• à¤†à¤ª à¤…à¤ªà¤¨à¤¾ Field Na à¤ªà¤•à¤¡à¤¼ à¤²à¥‡ ðŸ™,Safe
Very bad for students,not-safe
Not for students ðŸ˜­ðŸ˜­,not-safe
This app is very very bad . Because this app is very harmful for students. Teachar say this app is not see for students. Because this app in very bad seen . So this is not see ðŸ™ˆ for students . I last say we are students. Our this time is very kimti . please à¤…à¤—à¤° à¤…à¤šà¥à¤›à¤¾ à¤²à¤—à¥‡ à¤¤à¥‹ à¤†à¤ª à¤¨à¤¹à¥€à¤‚ à¤¡à¤¾à¤‰à¤¨à¤²à¥‹à¤¡ à¤•à¤°à¥‡ à¥¤ Thank you I hope you are students you not see this app Instagram. Helpful for me ðŸ™‚ðŸ™‚ðŸ™‚ðŸ™‚,not-safe
ðŸ‘€â¤ðŸ¤ž student and the other day of school,not-safe
Very waste app in world because students are not studying,Safe
its pretty good. the grandkids use it.,Safe
Useless app for kids,not-safe
If you are students you don't waste your time this app use only for wasting your time so please request to all the schooling time was very important so don't waste your time thankyou,not-safe
No study tools for students. And it's waste of time,not-safe
ver good app but this is not a children,Safe
"Social Media Accounts Should Only Be Available For People Who r Above The age Of 18-20 Yrs Only That Too With Proper Age Verification Document Because Most Of The School Going Children r Creating Mail IDs & INSTAGRAM Accounts & Being Addicted To Online Games & Social Media Accounts Like INSTAGRAM, FACEBOOK, YOUTUBE. Most Of The Content In The INSTAGRAM Is For The Matured Ones. Accounts Should Be Verified Whether He Is Major, Teenager, Minor. Which Will Be Helpfull For Future Generations.",not-safe
Why there is a lot of nudity and dirty comments everywhere in Instagram....it's harmful for many children,not-safe
Isaac Newton and you Sadie you something to the n then we talk tomorrow probably won't have money for the synch with school and work out for the synch with school and work out for the synch with school and college students to the synch with school and work out for the grace period to get your number in ghana and the fastest growing companies in ghana and work with school and college students to get your hands and work with school and the synch with school and college students to be in the world,Safe
"Subject: Dear TikTok Support Team,I hope this message finds you well.I am reaching out to request assistance with unblocking my IP address. I am currently experiencing difficulties accessing TikTok from my network, and I believe my IP address may have been blocked.Could you please review the situation and assist in unblocking my IP? If you need any additional information to process this request, please let me know.Thank you for your attention to this matter.Best regards, Username[cartoon.kids.st",not-safe
Against God and it's nasty .Hurts children .He'll is waiting fir evil people making decisions,not-safe
"They made my account into a child's account when I put I was born in May 15 2000 never using tiktok ever again in my lifeâ€¼ï¸ BAN TIKTOK â€¼ï¸ , INSTAGRAM IS BETTER ðŸ–•ðŸ¾ðŸ–•ðŸ¾",not-safe
"I don't understand why I need your number. And I don't want them calling me, so I blocked them. Yeah, they can be inappropriate for little kids.",not-safe
"this app allows cyber bullies to mentally harm others, and if you try to stand up for your friends and yourself, YOU get strikes, privileges taken away, and they threaten to ban your account. they also allow freaks to freely speak about rape, and raping children. it's disgusting with how much they allow, unless you are actually the person in distress, they always go after the good people. THIS APP IS NOT WORTH HAVING",not-safe
"I have been using this app for 3 years, and I have never had a problem with it, but now.. yesterday, I tried making another account so I could make some new content, I put everything! My date of birth, the year I was born (2008) and when I did so, It said that it was gonna put me on kids mode? Than it showed up with a private account and a profile of a bunny, seriously.. now when I try to make a new account, That keeps on Happening, I am so pissed off right rn, please fix this issue TikTok ðŸ˜­ðŸ’€",not-safe
tiktok ate my children and dropped my ice cream on the floor,not-safe
"I would have rated this 5 stars, but I was banned for no reason, and I had s lot of things saved on that account I cant get back. I dont know why I was banned because I meet the sge requirements, and I didnt do anything wrong. My account was @stray.kids.megaverse.",not-safe
"TikTok you remove several of my comments that have this emoji ""ðŸ¤¤"" but when I report a video of some man riding his d!ldo that's on his motorcycle you see no issue. How about when I report someone making cutesy animation videos about a school sh00ter! But, no instead let's delete my funny comment that has a singular emoji yeah that sounds 100% right it'll totally protect the kids that are on our app! Let's start small by deleting comments PLURAL with a singular emoji instead of the bigger issue!",not-safe
Are looking for a great way to shorten your attention span? Want to allow a foreign nation to influence your decisions? Want to keep your kids out of your way for hours on end and don't care how or what long term affects it will have on their development? Then you are a lemming. Do some research and make well informed choices. America deserves a better you.,not-safe
"i like tiktok but alot of 18+content is not deleted,moderation sucks on this app,poor kids",not-safe
I would upload videos and I got banned for not looking like my age I thought the age limit was ages 13+ but it was 12+ so I told TikTok I was 13 and they banned me but my birthday was s in two weeks so I was going to turn 13 but now that I am banned I can posr videoa and I see kids way much younger that me postinh publicly and never get banned I have been getting banned for years since I was six and I would tell them I have a parent knowing I had TikTok I even posted us together. I hate TikTok.,not-safe
Good for students,Safe
"TikTok really needs to start deleting posts and comments for ACTUALLY going against guidelines, I have seen so many videos, mocking Christianity, being racist, hateful towards eachother and I've also seen parents SEXUALLY EXPLOIT their children on this app. While this is happening, my comment gets deleted for apparently criminal activities for saying ""cut the melons"" under a video with melons. I have never been so disappointed, I can believe TikTok allows this to happen. Do better.",not-safe
it's really dirty for kids i don't recommend this app for people under 10 - 5,not-safe
"Eduardo Noel pagan, Good morning,.Homosexual marriage is, Besos, teachers and students can you please send me.",Safe
"Yalls moderate team ever since the US governement forced Tik Tok to hand over access to moderation and personal data has been utterly disgusting. Yall will allow people to be dehumanized with slurs and will push bigoted misinformation while deleting comments that say the word ""idiot"". Yall tried to ban me for using a hunting picture as a pfp but will allow accounts that exist purley to threaten hundreds of women and children with violent sexual acts against them. Yall disgust me",not-safe
Good app its not for kids youtube shorts is for kids we always love gaming and good videos and using ðŸ’€ emoji,Safe
I dont know what the problem iam 15 year old and when I upload a video says age restriction I see many kids under 13 but they don't get any age restriction I ban my 3 account but when I see other small kids so I feed bad why you ban me,not-safe
"The app itself is ok, the issue I have is how SENSORED literally every comment is. There was a video of a man running up to a random child and mom, screaming in their face. I simply commented that I (as a mother) would have laid him out straight if he had come up to my child like that. TikTok removed my comment because it went ""against community standards"" and gave me a whole WARNING over it ðŸ¤£ðŸ’€ Also, they never actually tell you which community standard you broke.",not-safe
I love this app if you have kids & a stay at home mom this is for you â¤ï¸,Safe
It's more like Facebook and Instagram. It's very discouraging that this app is turning into Facebook and Instagram. You really can't say or post much because they always flag you no reason. I see content creators who talk about ending Americans lives and sexual assault towards children and but they don't take those posts down. But if you tell somebody what they're saying is inappropriate to you. You get flagged.,not-safe
"I tried this app to what the hype was about, it was decent besides all the usa hate n Poison. (Overwoking) more like inciting. Cool funny pets but then They scarred me for life. Disgusting. Playing r#pe/ sex audio with the military dude picture. Wow. Anti. Poison. Feel bad for kids.",not-safe
"Good , I like watching videos in this app but Keep it away from children.",Safe
This app is a dumpster fire and should never have existed . I'm amazed so many people are stupid enough too partake. This is streamlining The attention span span of our youth to that of a goldfish. Nowadays most kids can pay attention to something only about as long as the length of your average TikTok video . Not to mention it's freaking annoying. I thought Facebook was bad but this is a whole new low. I wish I could give it less than one star,not-safe
Community guidelines are a joke. Like yall are going to take down a respectful comment that doesn't hurt anyone but you will allow people go riddle your app with suggestive content with children and let people joke about sexually assaulting people. This needs to be addressed or you need to remove the app because you have harmful content everywhere but when reported you find no violations.,not-safe
This app it's so good but it have some s.e.x videos this is the only problem But it's so good But not for kids,Safe
This app is destroying the childhood of our kids.,not-safe
Not good for children,not-safe
How are the kids to All the way to bolo,Safe
I'll give a five star because this app is working well ðŸ‘Œ and useful for single parent and student,Safe
"This app takes down harmless content and comments but allows child predators, false information, and other things that aren't internet safe. They will never change this policy. TIKTOK YOU SUCK!",not-safe
I thought maybe after 4 yrs tiktok would've improved but no. It now allows people to openly promote adult content to kids and it also encourages racism and drug use. Do not waste your time or energy,not-safe
Very good for adults but not for kids,Safe
",ðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽâŒâ›”â›” this garbage doesn't let you delete msgs at once. You gotta do it like the stupid developer... one by one... Save your kids. Don't let them download it. Cant edit vids once its posted. Yet this app is so dumb, you cant select all messages and delete them altogether. Youve got to delete one by one... who develops such a thing?â›”â›”â—â›”â—â›”â—â›”â•â›”â•ðŸ“›â•ðŸ“›â•â•ðŸ“›â•ðŸ“›ðŸ“›â•â—ðŸ”•â›”â—â›”â—â›”â—â›”â—â›”â—â›”",Safe
Straight trash...... If you DL this you're a PoS. Real talk. Leave the kids alone.,not-safe
I am enjoying in the tiktok apps because more friends sister in removed stress More joking Finally found my kids ðŸ™Œ,Safe
"The app is so entertaining and you get all different kids of tiktoks funny,sad,educational e.g",Safe
"I'd give 0 stars if I could. Didn't like the app so I uninstalled it and it hacked my Gmail. I hope they ban this ""sun to bright"" app. All it teaches is ignorance to children and simpletons.",not-safe
For us students it helps us to learn and gives us experience in life,Safe
"Even though many love this app, it's just making kids and teens more addicted to their phones.",not-safe
This app is totally in particularly good because all of the creators on this platform do their jobs and try their hardest to make other people enjoy them and then I also love this app because anybody can post on here like it doesn't matter if you're a child under the age of 17 years old this app can help so much with creativity as well as cooking singing dancing anything finding love this app has helped millions of people with a lot of stuff and that's why this app is so qualified for people,Safe
"They're just as bad as instagram, Facebook, and YouTube. Their community guidelines are political and not what they claim. I've reported people commenting about killing little kids, and they didn't see it as a violation. But calling an animal abuser a""Moron"" is a violation of their community guidelines. They protect pedophile because they're pedophiles themselves. Only pedophiles protect pedophiles. That says a lot about a company.",not-safe
"TikTok is a social media platform that allows users to create, share and discover short-form videos. Originating in China under the name Douyin, it is the brainchild of ByteDance, a Beijing-based technology company.",Safe
It not for kids thought,Safe
It's honestly an amazing and fun app just the only cons is racist people actually really weird people acting like kids people telling others to actually go kill themselves and how the app would lowered your attention span really low like you would end up judging the move the first few seconds send idk the videos on here 1 minute max unless it's someone telling a story,Safe
"Inappropriate content. I don't know if everyone else is having this problem, but I have been noticing a lot of borderline p0rnographic content lately. When I search things up, such as fyp, it shows content that is just disgusting, such as people in the nude as well as things that are almost considered p0rn. However when I try to report these videos with literal nudity in them, tiktok doesn't see an issue. Please fix this! We do not need to be exposing children to this. Tiktok please do better",not-safe
No I don't like it because it doesn't allow kids with 11 years old ðŸ˜¢ðŸ˜§,not-safe
People cuss anytime they want there mean ban the little kids.,Safe
I love this app I just wish it was safer for children but if u need a safer app for children get coverstar,Safe
Subway surfers is my childhood favor game,Safe
"This game is fantastic and i like to play this game but when this event ended, its annoying ðŸ˜ž but like to play this game is masterpiece and i heard that game is base on true story ,so that thing is so motivated ðŸ˜ Thanks for this game and that's game is my childhood friend",Safe
In free time it is the big source for mind freshing I enjoy this game frome childhood there r many games but its my favourite game,Safe
This is a good games for kids.,Safe
I like this game since childhood,Safe
I love the game from my childhood,Safe
"My best game till my childhood I love this game, thanks sybo games for making awesome this game",Safe
Playing since my childhood â¤ï¸,Safe
My childhood â¤ðŸ’˜,Safe
It's good for kids and not harmful love it,Safe
The whole premis of thos game is to be illegal kids shouldn't play this this is the reason croliminals exists of bad influence bad games like it's gta for todderls,Safe
This is a fun game and teaching kids not to play in the subway,Safe
it is an amazing game when I was child this is my emotion then when I was in teenage I also like these game,Safe
In my childhood the subway surfers game was normal but nowadays I like subway surfers the song very very super ðŸ‘Œ 5/5â­ï¸â­ï¸â­ï¸â­ï¸â­ï¸,Safe
It's fun and good for my kids this app gets a 5,Safe
Childhood love,Safe
Memorable game of my childhood,Safe
It is very fun game played it since l was a child,Safe
Great game for kids,Safe
It's my best childhood game,Safe
It's fun and interesting and good for children younger,Safe
Whats the point of making a cleavage in childrens' game?,not-safe
Childhood game,Safe
From childhood still it is the best,Safe
This game is so good for all children I was thinking about minecraft game but I see this game i like this game so much that y i do 5 star.,Safe
I just like subway surfers and also it's a childhood game ðŸ˜„ðŸ˜„,Safe
I love this game since my childhood,Safe
Amazing and app of my childhood day's it's a good memories,Safe
I play this game since my childhood when i was 5 i play this game first now i am 18 but i stillove this. Such a superb game. The development team work very well timely so the is sitt this much popular. There are many game like bgmi i also play but this game has a seprated vibe this the my life best game that i play love this game. And also thought this game continues his legacy of more years. Our child will also play this game.,Safe
"It is a good app for kids,It have ideas how to play the game",Safe
this game is very good this is our childhood game,Safe
I've been playing this game since my childhood and i have had really funny for me it's 100out of 100 best game ever.,Safe
I lyk it thx pipo plz download it u won't regret it's nice for kids and adults thx for the pipo who invented it,Safe
One word childhood memories,Safe
This is not a game this is emotion this game connect my emotions from childhood memories ðŸ˜­ â£ï¸,Safe
I'm playing this game scince my childhood but never disappointed from this game love it ðŸ‘ðŸ‘ðŸ˜,Safe
Bro the is bad for kids,not-safe
Amazing app i am playing this game from childhood it is very good game,Safe
Other one of the best games and brings childhood memories,Safe
Nice game for children,Safe
The best game ever I have played in my life.It is really great that they are doing so many adventures. Love it ðŸ¥°. It is my childhoods favorite game. Thank you so much ðŸ’“.,Safe
Very interesting game for kids,Safe
Where is improvement...I used to play this game when I was child now I am in am teenage but still I could not find any thing ..if you exclude theme and character all other this are same ....I think you should change the gameplay of the game with the fast running time.,not-safe
this game remembers me of my childhood activities,Safe
Reminds me of my childhood ðŸ¥°,Safe
I always love this game since childhood,Safe
played this since my childhood(this is my mom google acc)i like this since i started playing,Safe
This is for the kids,Safe
it's good game for kids,Safe
RussianÃ§h childhood friend who works hard time finding out about Ellen DeGeneres to get it done ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘ to get the same as the same as well as a result the best for my daughter is getting married in MD a lot to get a lot of money ðŸ¤‘ to the best for your exams to get the same as the same as the best for your exam the same time as the same as the same as the same as you know what to get it to the same as the same as the same as the same as the best of luck ðŸ¤žðŸ¤ž the same as the same as the same,Safe
The best memory fo my childhood,Safe
I played this game from my childhood and i am 19 now but i love this game as I love it 15-16 years back appreciate it ðŸ‘Š,Safe
It's very good game when I play it brings childhood memory,Safe
Good game to play with you and your family a very happy birthday babu lal mirch masala nhi yar ye sab nhi soche ki bat nhi kar Raha h ki nhi hota hai to kya hota to kay kay kay I will send it to you for kids to nhi ho sakta h kya baat nahi kar rahe ho gya tha kya hai aab to be in the blanks with suitable word to fir,Safe
Best offline game since my child hood,Safe
My childhood!!,Safe
My childhood,Safe
"My childhood in a phone, easily the best game for mobile if you don't have Internet or if you are bored",Safe
"Because this game is child game, sorry i pranked you",Safe
I am playing this game since my childhood and I love this game ðŸ˜ðŸ˜,Safe
I love this game and it reminds me of my childhood it's an amazing game,Safe
Nice game for my child and very popular in My time hope everyone likes it ðŸ‘ðŸ‘,Safe
I love this game and my its my childhood game too all do theres few bugs I still like it keep it up devs you be cooking with the updates,Safe
This is my best childhood memories,Safe
This is one of my favourate childoood game,Safe
"I was playing this game since my child hood, it always refresh my mind ,iam having great experience from this game",not-safe
"I used to play Subway surfers when I was a child,the game was so interactive then, After this update they added the ðŸ³ï¸â€ðŸŒˆ rainbow flag and ruined the game and also a character called Rain,truly disappointed! Sybo bring our old game back!",not-safe
Very poor game I do not like game yesterday game playing very poor game Ur game lemme se children laprwah Ho gate him had you game ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸˆðŸˆðŸˆðŸˆðŸˆðŸˆðŸˆðŸˆðŸˆðŸˆðŸˆðŸˆðŸˆðŸˆðŸ¢ðŸ¢ðŸ¢ðŸ¢ðŸ¢ðŸ¢ðŸ¢ðŸ¢ðŸ¢ðŸ¢ðŸ¢ðŸ¢ðŸ¢ðŸ¢ðŸ¹ðŸ¹ðŸ¹ðŸ¹ðŸ¹ðŸ¹ðŸ¹ðŸ¹ðŸ¹ðŸ¹ðŸ¹ðŸ¹ðŸ¹ðŸ¹ðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¢ðŸ˜˜ðŸ˜šðŸ˜˜ðŸ˜šðŸ˜˜ðŸ˜š ðŸ¸ðŸ¸ðŸ¸ðŸ¸ðŸ¸ðŸ¸âœ¨ ðŸŒŸ ðŸŽ ðŸŽ„ðŸŽ„ ðŸŽðŸŽðŸŽ ðŸŽ„ðŸŽ„ðŸŽ„ðŸŽ„ ðŸŽ ðŸŽ„ðŸŽ„ðŸŽ„ ðŸŽðŸŽðŸŽðŸŽ ðŸŽ„ðŸŽ„ðŸŽ„ðŸŽ„ðŸŽ„,not-safe
Best game in the world.my friends say you play a kids game but this is only for legend,Safe
I love to play this game . I play this game from childhood.,Safe
Subway Surfers is a fun game particularly for children. You can compete in different challenges to win rewards and prizes. There are also loads of different characters which you can work your way to earning whether it be getting enough coins or competing in a challenge.,Safe
I can always play this game it's so addicting I love it I always play it it's one of my childhoods it's amazing I feel like everyone like gen z gen alpha or any teens or kids played it or plays it!,Safe
My childhood memories,Safe
My kids love this game.,Safe
My childhood,Safe
Best game I've played it since my childhood...very entertaining,Safe
It's really one of the most horrible game l have ever played . This game is such a storm that want to teach all world to run to catch money like a dogs run to catch a ball and they want to teach children to search for sexuality . Today was a new update. This is extremely anti-religious and should not be taught to future children.,not-safe
"This fun game is basically my childhood in a nutshell, and it's still so entertaining! The characters are cool and this game keeps me busy for a while. There are no forced ads; they're optional like when you want a bonus life or something.",Safe
It's great for your kids when you're home alone you can play it on your phone you can get really addicted but I only do 5 hours because too much of it you can stay up all night and play and you won't even know,Safe
The best childhood game ever this game is my favourite therefore I give five star â­â­â­â­â­,Safe
My one of the most favourite game.In my childhood many times I could play this game.,Safe
I consider this version a little bit childish. The colour combination is lame. It isn't appealing at all. The music is dull. So far so good it's a good game.,not-safe
"I like this game and ,I play in my childhood time this is my first playing game for my life ðŸ˜ thank you for this game for fun my childhood â¤ï¸ðŸ™ thank you to you for is game the subway surfers",Safe
Why are you showing 18+ ads on a kids game? Please change that asap that's very inappropriate.,not-safe
I love this game and I have played it when I was a child this is probably my childhood game but im requesting if we could have the old song back,Safe
I don't know who or what Yugio is but apparently McDonald's does. The ad repeats all the time it comes on everytime I chose a bonus. I can't remove this ugly ad and as I have health problems and no children in my house I don't understand why I'm subjected to the harassment. It has a complaint page that no one pays attention to and this ad is ruining the game for me. I'm 74 not 5 plus it's 30 seconds ðŸ˜’ long and irrelevant to my lifestyle.,not-safe
This is a nice game i think so and my children love this game,Safe
This game is my childhood,Safe
This is the best game I ever played. I give it a five star as this is my childhood days game. It is one of my favorite games,Safe
It good for kids and adults,Safe
Childhood reunited,Safe
It is a childhood game,Safe
It's a brilliant game good for kids above 6 that's mature And Love you can get different Characters,Safe
This gon 4ever be my fav game since childhoodâ™¥ï¸â™¥ï¸ðŸ’•ðŸ’•,Safe
My childhood game,Safe
"I ever keep one game for 4 months like this game .I play regular this game. I like this game so much. I update all seasons of subway surfers still i update 6 or 7 seasons of subway surfers. I giving 5 stars for this game. In this game there is many characters like Tricky ,Jake and many more . If you are seeing this games review so download fast this game you will see how amazing this game is.this game is for all for children,old peoples and middle age peoples. This game is for fun .",Safe
Malay ga undi oozing hahaha is dj oc so odd us sb kandi odisha icon icon body victory izzat civic cozy child civic uzbek six Bishop fiduciary focusing ship zoo cp adum exits after so didi foot chhod do is tn osmosis food child child ck tc habits di vo cool du vi chod vi chhod cp cho so au snitch chicks chheðŸ’¯,Safe
I extremely love this Game from childhood ðŸ¤©,Safe
Bast app for children,Safe
This is my childhood game I will ever like this game,Safe
Literally the most fun game but sadest backstory explanation:this game is based on a child who was named jack that died while surfing on a train track when the cop told jack's dad that jack died he was in tears and he made a memorial game that became so popular â¤ï¸â€ðŸ”¥,Safe
3 good and my childhood but june is june.,Safe
"This game shows sexual mindset , even it's more like a kids game . Kids have to grow up in an environment where they can just enjoy their childhood without thinking of sexual things . And maybe respect religious people. A game should approve to the liking of it's players to succeed. Not to the society rules . A game as famous as subway should be for every religion ,every mindset and every age . So please be careful to share a game like this or any game that shows things like this to your kids",not-safe
My kids are having so much fun,Safe
It's a good game for kids and it teaches you not to spray paint on trains,Safe
"Best game ever, it has been a part of my childhood and i still continue to play it and won't ever, ever, EVER forget this",Safe
my childhood game playing this since 2015,Safe
"A game that supports homosexuality in general, but it is not recommended for children because it may put ideas about homosexuality, so I don't think it is suitable for children",not-safe
Very good game . Indian this game I like jumping because the child jump is very nice . It is a intresting game . So I like in this game,Safe
love this game to awesome been playing since childhood,Safe
Absolutely love this game since childhood <33,Safe
Tf lgbtq has to do with children's game Shame !!!,not-safe
This is the platform that I love because it is that the my child was love to play that my brother love to play that because it is a game that so joyful every one play that does no age no one is regret for it much more colours and too much beautiful beautiful trees painting buses the money coin we are waiting that we have what is 7 points we have that point that point that point we are very ðŸ’• so please download it fast fast thank you for it thank you so much for this game ðŸŽ®,Safe
Amazing game ever I played childhood special â™¥ï¸ this is game is just awesome ðŸ‘,Safe
This is the best experience this is the most popular game I was playing in my childhood and I was playing in my school life also I like this game Subway surfers I like itðŸ’•ðŸ’•ðŸ’•ðŸ’•ðŸ’•ðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ’–ðŸ’–ðŸ’–ðŸ¥°ðŸ¥°ðŸ¥°ðŸ¥°ðŸ¥°,Safe
This game is for nostalgia kids,Safe
I lovee this game so much I played this since my childhood i love it then now also I like this game âœ¨Best game everâœ¨,Safe
My childhood memories judi hai is se Mera then vs current favourite game ye hai,Safe
My favourite offline game from childhood,Safe
Hum ne 5star dia ha Dhdbxnbc bhxb be BBB to get the kids I love yo I love you support ha ha ha ye sab londe bazz me to do it with you guys I know it's a ko vote dia jaldi to be a ko vote do you have to go through and get the kids I hi and I know it's hard to get the kids out hote me and I will be a ko do it with you have crapion me know if you need me and my new job going hi to you have a good morning for a while and get a good deal to get a ko vote do you want to do that if she wants to v,Safe
this app is my childhood Memoriesâ¤,Safe
My kids really. ðŸ’•ðŸ˜˜ This game. Thanks ðŸ‘,Safe
This game is soo good ðŸŒ·. My childhood â¤ï¸,Safe
This is like my childhood crush ðŸ¤©ðŸ¤©,Safe
this game remember my childhood & I love this game ðŸ’ðŸ’ðŸ’,Safe
This is very nice and good game to children ðŸ˜€ðŸ˜€ðŸ˜Š,Safe
i love this game my childhood time favorite,Safe
Children's are enjoying this gameðŸ¥°,Safe
The game that formed the integral part of our childhood,Safe
Staple of my childhood. 5/5 stars.,Safe
"Great game, been my entire childhood. This has saved me from boredom. Unlocking other character avatars were difficult for me but the OG is still fine by me.",Safe
This game has my all childhood...I still loved it no matter how much year old i will be â¤,Safe
I'm Play Subway 2012 Years Thanks For Childhood ðŸ’šðŸ¤,Safe
"What to rate, mean it's excellent no complaints about this, we are playing this game from childhood ..... love this game mwahâ¤ï¸â¤ï¸ðŸ¤­",Safe
Wish I could get it in my bag of the kids ðŸ˜œ I think bdyenneehdhdh is a good idea for me to get a new one for letting me know that I love you too baby girl and I love you too baby girl and I love you too baby girl and my bag ðŸ’°ðŸ’°ðŸ’°ðŸ’°ðŸ’°ðŸ’°ðŸ’°ðŸ’°ðŸ’° I am a bit hdjjdsjhdjsjs usj but I'm sure you can get I love you too baby girl and I love you too baby girl you hogya be happy ðŸ˜ you too baby love to my name and I will iiidbdbdhdh you neueghe do ha ha ha ha ha ha ha is that I y to yebeu to I love you to.,Safe
It lovly game for children and man,Safe
My childhood was with this game thanks to the owner who made it and made my childhood even more lovely since l love this game from the childhood l suggest you to also download this asap!,Safe
Nice game for kids and it is full of callanges because this game is infinite playable,Safe
I love this game too much.when I delete this game I feel so upset because we have relationship from my childhood.,Safe
Rt other eh it g rt rfr it eh e EU free for ya de u rt def I can help you out with that one of those days are good for you guys for the day to go to the day I can help with the day to be over the day off for you and the kids are going out with that and then the other eh e and j I have no idea what was the kids and then the day off for you guys I can do that I can get it eh it g I can do to help me with the day off for a while now I have no idea why they didn't have to go to the bank and trust th,Safe
Good luck with the kids to the 9.99%good game,Safe
Been playing this game since my childhood totally love this game and the creators are such a fabulous humans for making this AMAZING game ðŸ’—,Safe
"The game is so exciting and fun The events are so exciting and I like that you have to collect some things what are like dolls and when you collect all of the dolls you will get a prize this game is so exciting, amazing and kids love this game so I can recommend you have to play it â™¥ï¸â™¥ï¸ðŸ’ž",Safe
it made my childhood come back,Safe
My kids are really addicted to it on holidays when they go home.it really kills time for me to get other stuff done âœ”ï¸ ðŸ™ƒ ðŸ˜ª â¤ï¸ðŸ˜ðŸ˜ðŸ˜ I really love it,Safe
Played it in my childhood alot and now back at it again and loving it so much because I'm an expert now ðŸ˜€â£ï¸,Safe
This is memories of my childhood I Think about it done this game but nothing completed this very impossible complete this game,Safe
This is the best childhood game for me ðŸ˜,Safe
Childhood era but still playing love the graphics too much fun and easy to play,Safe
I don't like it. it is like something bad really bad my children don't want to play this is like ewwwe,not-safe
"This is my favourite game from childhood. After so many times, i am again playing this...ðŸ¥²ðŸ¥²ðŸ¥²",Safe
It's my childhood game and I love it especially when it's fast,Safe
Very nice game for childrensâ¤ï¸,Safe
It is very nice game for children,Safe
Omg I love it its so fun my kids like it,Safe
"this game is super duper fun ! I really like to play it . I cannot live without this game and I have never spent a single day without playing this game . but the problem is there are less characters . today the event was over but the update button didn't come. nice game , can enjoy it . this game also improves our concentration and our hand movements . I am playing this game since my childhood . yours lovingly Hiya modi",Safe
"It's fun for offline gaming or for when kids say ""you got games on yo phone""",not-safe
Oldest game...I'm playing it since my childhood...it's a very good fun game,Safe
"No one can defeat this game as per of the action and thriller. I am playing this game from childhood and everything I was liking, but only one thing that can be more Improved is more powerups and more abilities of boards. By the way, this game is best for adults, teenagers and childrens. This game is the best and always be the best ðŸ’ðŸ’ðŸ’.",Safe
"It a is best game for all students. For time Manage. I will not trying any games, where time is beat.. So all game player, you can try it",Safe
It is very good game for kids it is famous for action game it is very good,Safe
